,단어,빈도
6237,만들거나,1
6238,만들겠다,4
6239,만들겠다고,1
6240,만들겠다는,2
6241,만들겠습니다,2
6242,만들고,6
6243,만들기,4
6244,만들기도,1
6245,만들도록,1
6246,만들려고,3
6247,만들면,3
6248,만들어,9
6249,만들어갈,1
6250,만들어내는,2
6251,만들어내다가,1
6252,만들어내면서,1
6253,만들어내지,3
6254,만들어낸,1
6255,만들어낸다고,1
6256,만들어서,17
6257,만들어야,7
6258,만들어오기까지에는,1
6259,만들어졌다고,1
6260,만들었거든요,1
6261,만들었겠느냐,1
6262,만들었고,1
6263,만들었느냐,1
6264,만들었다고,1
6265,만들었다는,2
6266,만들었다면,1
6267,만들었습니다,1
6268,만들자는,2
6269,만들지,3
6270,만들지는,1
6271,만료됐다,1
6272,만료와,2
6273,만만치,1
6274,만명,1
6275,만명당,1
6276,만명으로,1
6277,만명을,1
6278,만명의,1
6279,만명이,1
6280,만명이었던,1
6281,만분의,1
6282,만여표를,1
6283,만원,3
6284,만원씩,1
6285,만원을,3
6286,만원이다,1
6287,만이다,6
6288,만이며,1
6289,만이었습니다,1
6290,만인,2
6291,만입니다,3
6292,만져,1
6293,만족하셨다,1
6294,만족할,1
6295,만찬,5
6296,만찬에,2
6297,만찬에는,1
6298,만찬에서,12
6299,만찬을,1
6300,만찬장에서,1
6301,만찬장의,1
6302,만찬장이고,3
6303,만찬장이었고,1
6304,만취,1
6305,만평,2
6306,만하다,1
6307,만하며,1
6308,만한,9
6309,많게는,1
6310,많고,6
6311,많고요,3
6312,많기,3
6313,많기는,1
6314,많다,9
6315,많다고,2
6316,많던,2
6317,많습니다,2
6318,많아서,4
6319,많아졌고,1
6320,많아지면서,2
6321,많아질,1
6322,많았거든요,1
6323,많았고,2
6324,많았고요,1
6325,많았는데,2
6326,많았다,6
6327,많았던,2
6328,많은데,7
6329,많을,2
6330,많잖아요,1
6331,많지,2
6332,말고,13
6333,말고도,3
6334,말기,1
6335,말기에,1
6336,말까지,2
6337,말도,5
6338,말들을,1
6339,말들이,1
6340,말라,4
6341,말라거나,1
6342,말라고,9
6343,말라는,4
6344,말라더라,1
6345,말랐을,1
6346,말레이시아의,1
6347,말로,3
6348,말로는,2
6349,말로만,1
6350,말리,6
6351,말실수,1
6352,말실수를,1
6353,말싸움을,2
6354,말씀,6
6355,말씀과,1
6356,말씀대로,1
6357,말씀도,2
6358,말씀드려요,3
6359,말씀드렸다,1
6360,말씀드렸다시피,4
6361,말씀드렸던,1
6362,말씀드렸듯이,2
6363,말씀드렸지만,4
6364,말씀드리겠다,1
6365,말씀드리고,3
6366,말씀드리고요,1
6367,말씀드리기,3
6368,말씀드리는,1
6369,말씀드리는데,1
6370,말씀드리듯이,1
6371,말씀드리면,3
6372,말씀드리자면,1
6373,말씀드리지만,1
6374,말씀드린,6
6375,말씀드린다고,1
6376,말씀드릴,8
6377,말씀드립니다,4
6378,말씀들이,1
6379,말씀에,1
6380,말씀은,5
6381,말씀을,29
6382,말씀이,2
6383,말씀이다,1
6384,말씀이셨습니다,1
6385,말씀이신데,2
6386,말씀이에요,1
6387,말씀이지만,1
6388,말씀인,1
6389,말씀하더라고요,1
6390,말씀하셨다는,2
6391,말씀하셨다시피,1
6392,말씀하셨던,3
6393,말씀하셨듯이,2
6394,말씀하셨지만,1
6395,말씀하시기를,1
6396,말씀하시냐고,1
6397,말씀하시는,1
6398,말씀하시더군요,1
6399,말씀하시면,1
6400,말씀하시지,1
6401,말씀하신,24
6402,말씀하십니까,1
6403,말씀한,1
6404,말씀해,7
6405,말아라,1
6406,말아라라고,1
6407,말아야,2
6408,말에,1
6409,말엔,1
6410,말은,7
6411,말이,18
6412,말이기는,1
6413,말이나,1
6414,말이냐,1
6415,말이냐면,1
6416,말이다,1
6417,말이에요,2
6418,말이잖아요,1
6419,말이죠,9
6420,말이지,1
6421,말인데,1
6422,말인데요,1
6423,말지,3
6424,말지를,1
6425,말하고,4
6426,말하기도,3
6427,말하느냐고,7
6428,말하니,7
6429,말하며,1
6430,말하면,12
6431,말하자,1
6432,말하지,1
6433,말한,18
6434,말한다면,1
6435,말해가지고,1
6436,말해서,3
6437,말해주셨을,1
6438,말했고,1
6439,말했다고,10
6440,말했다는,2
6441,말했습니다,16
6442,말했을,3
6443,맛있네요,3
6444,맛있다,1
6445,맛있다고,1
6446,망신이다,1
6447,망쳐놓고,1
6448,망쳤다,1
6449,망칠,1
6450,망하는,2
6451,망하지,2
6452,망할,1
6453,맞게,3
6454,맞고,3
6455,맞냐,1
6456,맞느냐,1
6457,맞느냐는,1
6458,맞는가에,1
6459,맞는다고,1
6460,맞는지,1
6461,맞는지는,1
6462,맞다,5
6463,맞다고,2
6464,맞대,1
6465,맞대고,2
6466,맞대응,1
6467,맞물려,1
6468,맞물려서,3
6469,맞물리는,1
6470,맞물리면서,1
6471,맞받았다,3
6472,맞불,4
6473,맞불을,1
6474,맞불집회가,1
6475,맞서고,2
6476,맞선,2
6477,맞선다는,1
6478,맞섰는데요,1
6479,맞습니다,6
6480,맞아,3
6481,맞아야,2
6482,맞아요,2
6483,맞아주셔서,1
6484,맞았다,1
6485,맞았습니다,1
6486,맞은,7
6487,맞을,1
6488,맞이하면서,1
6489,맞이한,1
6490,맞이해,3
6491,맞이했다,2
6492,맞이했습니다,1
6493,맞자,1
6494,맞자고,1
6495,맞죠,1
6496,맞지,10
6497,맞지만,5
6498,맞추기로,1
6499,맞춘다,1
6500,맞춘다면,1
6501,맞춤형,1
6502,맞춰,2
6503,맞춰서,1
6504,맞춰온,1
6505,맞춰질,1
6506,맞췄습니다,1
6507,맡게,2
6508,맡겨서,1
6509,맡겨진다면,1
6510,맡고,2
6511,맡기는,3
6512,맡기로,1
6513,맡길,1
6514,맡는,2
6515,맡는다고,1
6516,맡아,2
6517,맡아달라고,1
6518,맡아줄,1
6519,맡았고,1
6520,맡았다,1
6521,맡았던,10
6522,맡았으면,1
6523,맡으라고,1
6524,맡은,7
6525,맡을,1
6526,매경닷컴,2
6527,매관매직을,1
6528,매관매직척결,2
6529,매관매직척결국민연대,1
6530,매력,1
6531,매를,1
6532,매립지,1
6533,매사추세츠종합병원,2
6534,매스를,1
6535,매우,19
6536,매일경제,2
6537,매입하는,1
6538,매입했다,1
6539,매주,2
6540,매진해서,1
6541,매체가,1
6542,매체로,1
6543,매체에,1
6544,맥락,1
6545,맥락상,1
6546,맨날,2
6547,맨왼쪽,1
6548,맹,1
6549,맹공을,1
6550,맹비난,1
6551,맹성규,1
6552,맹종,2
6553,맹종이고요,1
6554,맺어오지,1
6555,맺어질,1
6556,맺을,1
6557,머니,3
6558,머니투데이,3
6559,머리,1
6560,머리를,3
6561,머무는,1
6562,머물러,1
6563,머쓱하게,5
6564,먹거리,1
6565,먹거리를,1
6566,먹고,4
6567,먹구름이,1
6568,먹는,2
6569,먹방,1
6570,먹으러,2
6571,먹으며,1
6572,먹으면서,1
6573,먹히지,1
6574,먼저,31
6575,멀게,1
6576,멀다는,1
6577,멀박,1
6578,멀어진다는,1
6579,멀쩡한,1
6580,멈추고,2
6581,멈추지,1
6582,멈출,1
6583,멈춰,1
6584,멈춰선,1
6585,메가박스,2
6586,메뉴얼까지,1
6587,메시지,1
6588,메시지가,2
6589,메시지거든요,1
6590,메시지는,1
6591,메시지들을,2
6592,메시지라든가,1
6593,메시지로,2
6594,메시지입니다,2
6595,메인,3
6596,메인서버에서,1
6597,메일,40
6598,메일이,1
6599,메타버스,1
6600,멘토링,6
6601,멘트,1
6602,멤버들에서,1
6603,며느리가,1
6604,며칠,3
6605,면담,4
6606,면담에,3
6607,면담에는,1
6608,면담에서,1
6609,면담을,2
6610,면담하고,2
6611,면담하기,2
6612,면담한,2
6613,면도,1
6614,면면을,1
6615,면밀하게,1
6616,면서,32
6617,면서도,10
6618,면에서,4
6619,면에선,1
6620,면을,1
6621,면이,1
6622,면접,3
6623,면접도,1
6624,면접을,1
6625,면접지를,1
6626,면접해,1
6627,멸칭으로,2
6628,명과,3
6629,명기된,1
6630,명단만,1
6631,명단을,2
6632,명도,2
6633,명령해야,1
6634,명명했지만,1
6635,명목으로,1
6636,명백히,13
6637,명분상,1
6638,명분은,1
6639,명시가,1
6640,명시돼있다,1
6641,명시한,2
6642,명시했습니다,1
6643,명실공히,2
6644,명실상부한,1
6645,명심하시고,1
6646,명에,3
6647,명에게,1
6648,명에서,2
6649,명예교수가,1
6650,명예를,1
6651,명예훼손,1
6652,명예훼손을,8
6653,명으로,20
6654,명은,5
6655,명을,14
6656,명의로,1
6657,명이,28
6658,명이나,1
6659,명이다,4
6660,명이라도,1
6661,명이서,1
6662,명이었다,1
6663,명중률이,1
6664,명칭,3
6665,명칭과,1
6666,명칭에,7
6667,명칭으로,4
6668,명칭을,9
6669,명칭이,7
6670,명확하게,5
6671,명확한,3
6672,명확히,1
6673,몇십,1
6674,몇일,1
6675,모국이,1
6676,모금되고,1
6677,모금액을,1
6678,모금을,2
6679,모금한다는,1
6680,모금해,1
6681,모금했는데,1
6682,모금했다고,1
6683,모금행사를,1
6684,모기에,1
6685,모두가,12
6686,모두발언과,1
6687,모두발언을,1
6688,모두의,1
6689,모드로,1
6690,모래성처럼,1
6691,모로코인,1
6692,모르거나,1
6693,모르게,1
6694,모르겠고,1
6695,모르겠는데,1
6696,모르겠다,6
6697,모르겠다는,1
6698,모르겠습니다,6
6699,모르겠습니다마는,1
6700,모르겠어요,4
6701,모르겠지만,5
6702,모르고,6
6703,모르는,2
6704,모르시는,1
6705,모르잖나,1
6706,모르잖아요,1
6707,모르지만,3
6708,모른,2
6709,모른다는,1
6710,모를,1
6711,모를까,1
6712,모릅니다,1
6713,모방,1
6714,모범,1
6715,모법에,1
6716,모색하기,1
6717,모색하기로,1
6718,모색해야,1
6719,모셨습니다,1
6720,모순된,1
6721,모순이라고,1
6722,모습,17
6723,모습과,1
6724,모습도,1
6725,모습에,2
6726,모습으로,6
6727,모습은,5
6728,모습을,12
6729,모습이,19
6730,모습이다,5
6731,모습인,1
6732,모습인데,2
6733,모습인데요,1
6734,모습일까,1
6735,모습입니다,4
6736,모신,1
6737,모아가고,2
6738,모아달라며,1
6739,모아서,4
6740,모아진,1
6741,모았는데요,1
6742,모았다,4
6743,모았다고,2
6744,모았습니다,1
6745,모양,1
6746,모양새,1
6747,모양새가,2
6748,모양새다,5
6749,모양새라고,1
6750,모양새로,1
6751,모양새인,1
6752,모양새인데,2
6753,모양새입니다,2
6754,모양세다,1
6755,모양인데,4
6756,모여,3
6757,모여든,1
6758,모여서,2
6759,모였다,1
6760,모였습니다,2
6761,모으고,1
6762,모으자고,1
6763,모은,1
6764,모이고,1
6765,모이는,3
6766,모이는데,1
6767,모인,3
6768,모임,22
6769,모임도,1
6770,모임들도,2
6771,모임들은,1
6772,모임에,4
6773,모임에서,1
6774,모임으로,6
6775,모임은,10
6776,모임을,13
6777,모임의,5
6778,모임이,12
6779,모임이거나,1
6780,모임이다,1
6781,모임이라고,1
6782,모임이라는,2
6783,모임이라면,1
6784,모임이죠,1
6785,모임인,4
6786,모임하면,1
6787,모자와,1
6788,모집을,1
6789,모집하는,1
6790,모집하면서,1
6791,모친,1
6792,목도리,1
6793,목례했다,1
6794,목소리,3
6795,목소리가,19
6796,목소리는,2
6797,목소리도,2
6798,목소리들도,1
6799,목소리들을,1
6800,목소리를,12
6801,목숨,2
6802,목요일이었든가요,1
6803,목적과,2
6804,목적물이,1
6805,목적에,2
6806,목적으로,9
6807,목적을,1
6808,목적의,2
6809,목적이,2
6810,목적이었고,1
6811,목적임이,1
6812,목적지를,1
6813,목적지에,1
6814,목적하는,1
6815,목포,1
6816,목표,5
6817,목표는,1
6818,목표로,2
6819,목표를,2
6820,목표실적,1
6821,목표에,1
6822,몫,14
6823,몫에,1
6824,몫으로,2
6825,몫은,1
6826,몫이라는,1
6827,몰고,2
6828,몰두하는,2
6829,몰두하며,1
6830,몰라도,1
6831,몰라서,1
6832,몰라요,1
6833,몰락을,2
6834,몰렸고,1
6835,몰리게,1
6836,몰면서,1
6837,몰아가는,5
6838,몰아간다,1
6839,몰아갈,5
6840,몰아붙였고,1
6841,몰아붙였다,1
6842,몰아붙이지,2
6843,몰아서,1
6844,몸담았고,11
6845,몸담았던,1
6846,몸도,1
6847,몸살을,2
6848,몸으로,1
6849,몸을,1
6850,몸이,2
6851,못,35
6852,못박았다,1
6853,못지않게,1
6854,못지않은,1
6855,못하게,4
6856,못하겠다고,1
6857,못하고,15
6858,못하고요,1
6859,못하냐,1
6860,못하느냐,2
6861,못하는데,1
6862,못하다,1
6863,못하며,1
6864,못하면,5
6865,못하면서,2
6866,못하신,1
6867,못하지만,1
6868,못한다,4
6869,못할,3
6870,못할망정,1
6871,못합니다,1
6872,못해,3
6873,못해서,1
6874,못했고,2
6875,못했기,4
6876,못했느냐,1
6877,못했다,7
6878,못했다고,4
6879,못했다는,3
6880,못했다며,1
6881,못했다면,1
6882,못했습니다,2
6883,못했을지,1
6884,몽골,1
6885,묘를,1
6886,묘소,2
6887,묘소도,1
6888,묘소에,3
6889,묘역,5
6890,묘역도,1
6891,묘역에,6
6892,묘역으로,2
6893,묘역을,7
6894,무,3
6895,무거움,1
6896,무거움을,1
6897,무게를,3
6898,무관하게,3
6899,무관한,1
6900,무궁화,4
6901,무기,5
6902,무기력하다는,1
6903,무기로,2
6904,무기를,5
6905,무기와,1
6906,무기의,1
6907,무기일,1
6908,무기체계,1
6909,무기체계를,17
6910,무너뜨리겠다는,1
6911,무너뜨리는,1
6912,무너지는,1
6913,무너지면,1
6914,무능한가라는,1
6915,무당이다,1
6916,무대에,1
6917,무대책에다가,1
6918,무더기,1
6919,무더기로,5
6920,무더위에,1
6921,무려,4
6922,무력,1
6923,무력과,1
6924,무력도발,1
6925,무력도발에,1
6926,무력도발을,1
6927,무력시위,3
6928,무력시위다,2
6929,무력시위로,2
6930,무력시위를,5
6931,무력시위에,1
6932,무력을,1
6933,무력이나,2
6934,무릎을,1
6935,무리로,1
6936,무리하게,4
6937,무리한,1
6938,무마,1
6939,무면허의료행위와,1
6940,무미건조한,1
6941,무분별한,2
6942,무산되는,1
6943,무산되자,1
6944,무산된,1
6945,무산될,1
6946,무산시킨,1
6947,무선,1
6948,무성합니다,2
6949,무성했다며,1
6950,무소속,1
6951,무소속으로,1
6952,무속인,3
6953,무속인이다,1
6954,무시하고,1
6955,무시하는,1
6956,무엇보다,1
6957,무엇보다도,2
6958,무엇을,4
6959,무엇이,1
6960,무엇이냐,2
6961,무엇인가,1
6962,무엇인가가,1
6963,무엇인가에,1
6964,무역국이다,1
6965,무용학과,1
6966,무응답,1
6967,무인이동체,1
6968,무자비한,1
6969,무전을,1
6970,무조건,3
6971,무죄다,1
6972,무직,1
6973,무책임한,1
6974,무한한,1
6975,무한히,1
6976,무효화시킬,1
6977,묵과할,1
6978,묵념이,1
6979,묵념했다,2
6980,묵묵부답이다,1
6981,묵묵히,4
6982,묵살했다고,1
6983,묶어가지고,1
6984,묶인,2
6985,문,27
6986,문건들은,1
6987,문건들이에요,1
6988,문건에,1
6989,문건에는,1
6990,문건을,6
6991,문건이,1
6992,문구로,1
6993,문란,1
6994,문란이고,1
6995,문서가,10
6996,문서들이,2
6997,문서로도,1
6998,문서를,3
6999,문성묵,1
7000,문을,1
7001,문의가,5
7002,문자,2
7003,문자로,1
7004,문자메시지,1
7005,문자와,2
7006,문재인,119
7007,문제가,66
7008,문제거든요,1
7009,문제고요,1
7010,문제나,1
7011,문제냐고,1
7012,문제냐는,1
7013,문제는,21
7014,문제다,3
7015,문제다라는,1
7016,문제도,5
7017,문제들,1
7018,문제들을,2
7019,문제들이,1
7020,문제라고,2
7021,문제라든가,1
7022,문제라며,1
7023,문제라면,1
7024,문제로,3
7025,문제만,1
7026,문제부터,3
7027,문제삼을,1
7028,문제없을,1
7029,문제에,9
7030,문제에서,2
7031,문제였거든요,1
7032,문제와,12
7033,문제의,6
7034,문제의식만,1
7035,문제이며,2
7036,문제인,2
7037,문제인데,4
7038,문제일,2
7039,문제잖아요,1
7040,문제점,1
7041,문제점들이,1
7042,문제제기가,1
7043,문제제기를,4
7044,문제지,1
7045,문제지만,1
7046,문제처럼,1
7047,문진수,1
7048,문화,10
7049,문화력에,1
7050,문화를,4
7051,문화에도,1
7052,문화예술계,1
7053,문화유산의,1
7054,문화의,1
7055,묻게,1
7056,묻는,3
7057,묻는다고,1
7058,묻다가,1
7059,묻은,1
7060,묻자,2
7061,묻지,1
7062,묻지마,1
7063,묻혔다,1
7064,묻힌,1
7065,물가,16
7066,물가가,2
7067,물가대책회의,1
7068,물가를,2
7069,물가민생안정특위를,1
7070,물가안정,1
7071,물가에,1
7072,물가였습니다,1
7073,물가와,2
7074,물가인상,1
7075,물가폭등에,1
7076,물갈이되고,1
7077,물건,2
7078,물건을,1
7079,물고,1
7080,물고기다,1
7081,물고기와,1
7082,물러나달라는,1
7083,물러나라,1
7084,물러나라는,1
7085,물러나서,1
7086,물러나야,1
7087,물러난,3
7088,물러서야,1
7089,물러선,1
7090,물론이고,1
7091,물류,4
7092,물류가,1
7093,물류대란을,1
7094,물리적,1
7095,물리적인,1
7096,물리지,1
7097,물리치게,1
7098,물어보는,1
7099,물어보셨기,1
7100,물어본,1
7101,물어볼까,1
